493,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0
498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
545,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
548,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,
622,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,1.0,
636,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,
637,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
728,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,
732,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
783,,,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,,1.0,
788,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0
894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,
922,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,
937,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,
1017,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,
1035,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,
1047,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,
1117,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0
1122,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,1.0
1160,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0
1164,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,
1174,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,
1198,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1224,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1225,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1267,,,,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,1.0,,
1278,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,
1282,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1355,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,
1392,,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,
1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1504,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,
1510,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,1.0
1547,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0
1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
1652,,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0
1663,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1713,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,
1724,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,
1728,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,
1751,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1860,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1910,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,
1915,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0
1988,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
2039,,1.0,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,
2053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
2102,,1.0,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,,
2108,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,
2136,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
2200,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2204,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,
2218,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,
